case_id,message_id,user_id_original,pais_usuario,country_iso,direction,text_original,language_detected,sentiment_score,sentiment_label,primary_emotion,topics,max_severity,regulatory_flags,escalation_needed_llm,priority_llm,priority_math,priority_final,priority_policy,severe_risk_signals,resolved_override,score_base,score_final,confidence,model_used,tokens_in,tokens_out,latency_ms,cost_usd,analyzed_at,analysis_status
CASE-198,MSG-569,USR-218,México,MX,INBOUND,"""¿Por qué me cobran comisión por retirar en cajeros en México?""",es,-0.4,negative,frustration,"app_stability, fees_pricing",0.3,consumer_protection,True,p3,,p3,,,,0.4575,0.6863,0.9,gemini-2.5-flash-lite,3208,260,13514,0.0004248,2026-05-01 14:34:26,ok
CASE-199,MSG-570,USR-111,Chile,CL,INBOUND,"""URGENTE: Mi tarjeta fue clonada, hay compras de Amazon que no hice.""",es,-0.9,very_negative,anger,fraud_security,1.0,"fraud_suspected, unauthorized_charge",True,p1,,p1,,,,0.92,1.0,0.95,gemini-2.5-flash-lite,3212,226,36832,0.0004116,2026-05-01 14:34:58,ok
CASE-200,MSG-571,USR-558,Colombia,CO,INBOUND,"""App is great but the calculator is sometimes slow to update rates.""",en,0.2,neutral,neutral,fx_currency,0.1,,False,p4,,p4,,,,0.0325,0.0488,0.9,gemini-2.5-flash-lite,3207,196,10951,0.0003991,2026-05-01 14:34:37,ok
CASE-201,MSG-572,USR-819,Brasil,BR,INBOUND,"""Muito seguro e rápido. O melhor app de finanças hoje.""",pt,0.9,very_positive,satisfaction,app_stability,0.0,,False,p4,,p4,,,,0.0025,0.0038,0.9,gemini-2.5-flash-lite,3207,180,7695,0.0003927,2026-05-01 14:34:45,ok
CASE-202,MSG-573,USR-441,Chile,CL,INBOUND,"""¿Puedo enviar dinero a una cuenta de ahorros en Japón?""",es,0.0,neutral,neutral,,0.0,,False,p4,,p4,,,,0.0,0.0,1.0,gemini-2.5-flash-lite,3208,151,7412,0.0003812,2026-05-01 14:34:52,ok
CASE-203,MSG-574,USR-121,Perú,PE,INBOUND,"""Me urge cambiar mi clave, creo que alguien la vio en el bus.""",es,-0.7,negative,fear,account_management,0.8,fraud_suspected,True,p1,,p1,,,,0.76,1.0,0.95,gemini-2.5-flash-lite,3209,233,7636,0.0004141,2026-05-01 14:35:00,ok
CASE-204,MSG-575,USR-214,México,MX,INBOUND,"""No me deja subir la foto de mi cédula, se queda cargando.""",es,-0.7,negative,frustration,kyc_onboarding,0.8,,True,p3,,p3,,,,0.4175,0.6262,0.9,gemini-2.5-flash-lite,3210,205,10719,0.000403,2026-05-01 14:35:09,ok
CASE-205,MSG-576,USR-337,Chile,CL,INBOUND,"""Gracias por la tarjeta de madera, se siente muy exclusiva.""",es,0.8,positive,satisfaction,,0.0,,False,p4,,p4,,,,0.0,0.0,0.9,gemini-2.5-flash-lite,3206,102,5781,0.0003614,2026-05-01 14:35:18,ok
CASE-206,MSG-577,USR-553,Colombia,CO,INBOUND,"""Mi transferencia de 1000 USD está en 'Análisis' hace 24 horas.""",es,-0.7,negative,frustration,transfers,0.7,,True,p2,,p2,,,,0.39,0.585,0.95,gemini-2.5-flash-lite,3215,211,11889,0.0004059,2026-05-01 14:35:20,ok
CASE-207,MSG-578,USR-112,Chile,CL,INBOUND,"""Quiero cerrar mi cuenta por motivos personales. Gracias.""",es,0.0,neutral,neutral,account_management,0.1,,False,p4,,p4,,,,0.0325,0.0488,0.9,gemini-2.5-flash-lite,3204,188,8374,0.0003956,2026-05-01 14:35:27,ok
CASE-208,MSG-579,USR-330,Perú,PE,INBOUND,"""Alguien intentó comprar en Shein con mi tarjeta. ¡Bloquéenla!""",es,-0.9,very_negative,fear,fraud_security,1.0,"fraud_suspected, unauthorized_charge",True,p1,,p1,,,,0.855,1.0,0.95,gemini-2.5-flash-lite,3212,260,9418,0.0004252,2026-05-01 14:35:30,ok
CASE-209,MSG-580,USR-220,México,MX,INBOUND,"""¡Manden saludos al equipo de soporte, son los mejores!""",es,0.9,very_positive,gratitude,,0.0,,False,p4,,p4,,,,0.005,0.0075,0.95,gemini-2.5-flash-lite,3207,156,17260,0.0003831,2026-05-01 14:35:44,ok
CASE-210,MSG-581,USR-812,Brasil,BR,INBOUND,"""O app fechou sozinho enquanto eu fazia um PIX.""",pt,-0.7,negative,frustration,"app_stability, transfers",0.8,,True,p2,,p2,,,,0.42,0.63,0.95,gemini-2.5-flash-lite,3206,198,15090,0.0003998,2026-05-01 14:35:45,ok
CASE-211,MSG-582,USR-100,Chile,CL,INBOUND,"""Mi abuela falleció y tenía saldo en Global. ¿Qué trámites hago?""",es,-0.5,negative,sadness,account_management,0.1,,False,p4,,p4,,,,0.11,0.165,1.0,gemini-2.5-flash-lite,3210,178,2444,0.0003922,2026-05-01 14:36:04,ok
CASE-212,MSG-583,USR-449,USA,US,INBOUND,"""The dark mode is still not available on iPad. Why?""",en,-0.5,negative,frustration,app_stability,0.2,,False,p4,,p4,,,,0.1425,0.2138,0.9,gemini-2.5-flash-lite,3206,187,8545,0.0003954,2026-05-01 14:35:55,ok
CASE-213,MSG-584,USR-224,México,MX,INBOUND,"""Me cobraron doble una suscripción de Netflix este mes.""",es,-0.6,negative,anger,fees_pricing,0.7,unauthorized_charge,True,p2,,p2,,,,0.6075,0.9112,0.9,gemini-2.5-flash-lite,3206,222,7470,0.0004094,2026-05-01 14:36:13,ok
CASE-214,MSG-585,USR-554,Reino Unido,GB,INBOUND,"""¿Puedo usar la tarjeta en el transporte público de Londres?""",es,0.1,neutral,neutral,,0.0,,False,p4,,p4,,,,0.0,0.0,0.9,gemini-2.5-flash-lite,3207,158,5158,0.0003839,2026-05-01 14:36:09,ok
CASE-215,MSG-586,USR-124,Chile,CL,INBOUND,"""Solicito un historial de mis movimientos en formato Excel.""",es,0.1,neutral,neutral,,0.0,,False,p4,,p4,,,,0.0,0.0,0.9,gemini-2.5-flash-lite,3205,157,7100,0.0003833,2026-05-01 14:36:16,ok
CASE-216,MSG-587,USR-338,Perú,PE,INBOUND,"""La tasa de cambio en la web es distinta a la de la app.""",es,-0.5,negative,frustration,fx_currency,0.3,,False,p3,,p3,,,,0.17,0.255,0.9,gemini-2.5-flash-lite,3209,215,3186,0.0004069,2026-05-01 14:36:17,ok
CASE-217,MSG-588,USR-219,Chile,CL,INBOUND,"""URGENTE: Me clonaron la tarjeta en Viña del Mar. Bloqueo total.""",es,-0.9,very_negative,anger,"cards, fraud_security",1.0,"fraud_suspected, unauthorized_charge",True,p1,,p1,,,,0.92,1.0,0.95,gemini-2.5-flash-lite,3214,268,7714,0.0004286,2026-05-01 14:36:24,ok
CASE-218,MSG-589,USR-815,Brasil,BR,INBOUND,"""O suporte pelo chat demora mais de uma hora para responder.""",pt,-0.7,negative,frustration,support_quality,0.6,,True,p3,,p3,,,,0.3225,0.4838,0.9,gemini-2.5-flash-lite,3206,166,19712,0.000387,2026-05-01 14:36:38,ok
CASE-219,MSG-590,USR-126,México,MX,INBOUND,"""Missing currency converter widget on my Android home screen.""",en,-0.3,neutral,confusion,app_stability,0.2,,False,p4,,p4,,,,0.1075,0.1613,0.9,gemini-2.5-flash-lite,3204,192,11336,0.0003972,2026-05-01 14:36:35,ok
CASE-220,MSG-591,USR-443,Chile,CL,INBOUND,"""¿Por qué me piden mi declaración de renta si mando poco dinero?""",es,-0.5,negative,frustration,kyc_onboarding,0.4,consumer_protection,True,p3,,p3,,,,0.5025,0.7537,0.9,gemini-2.5-flash-lite,3208,258,8764,0.000424,2026-05-01 14:36:44,ok
CASE-221,MSG-592,USR-116,Colombia,CO,INBOUND,"""Mi tarjeta física llegó con el chip rayado. Quiero otra.""",es,-0.5,negative,frustration,cards,0.8,,True,p3,,p3,,,,0.3225,0.4838,0.9,gemini-2.5-flash-lite,3207,141,17972,0.0003771,2026-05-01 14:36:56,ok
CASE-222,MSG-593,USR-331,Chile,CL,INBOUND,"""Solicito la baja definitiva de todos mis datos personales.""",es,-0.5,negative,frustration,account_management,0.8,data_privacy,True,p3,,p3,,,,0.6225,0.9337,0.9,gemini-2.5-flash-lite,3205,226,9265,0.0004109,2026-05-01 14:36:53,ok
CASE-223,MSG-594,USR-226,Brasil,BR,INBOUND,"""Muito prático para converter reais em dólares antes de viajar.""",pt,0.9,very_positive,satisfaction,fx_currency,0.1,consumer_protection,False,p4,,p4,,,,0.3325,0.4987,0.9,gemini-2.5-flash-lite,3206,221,30647,0.000409,2026-05-01 14:37:24,ok
CASE-224,MSG-595,USR-555,Perú,PE,INBOUND,"""¿Puedo retirar efectivo en soles en cualquier cajero de Lima?""",es,0.0,neutral,neutral,cash_in_out,0.1,,False,p4,,p4,,,,0.03,0.045,0.95,gemini-2.5-flash-lite,3208,186,8728,0.0003952,2026-05-01 14:37:04,ok
CASE-225,MSG-596,USR-114,México,MX,INBOUND,"""Gracias por el cupón de bienvenida, ya lo aproveché.""",es,0.8,positive,gratitude,,0.0,,False,p4,,p4,,,,0.0025,0.0038,0.95,gemini-2.5-flash-lite,3207,171,7826,0.0003891,2026-05-01 14:37:12,ok
CASE-226,MSG-597,USR-340,Chile,CL,INBOUND,"""La app dice que soy menor de edad y tengo 35 años.""",es,-0.7,negative,frustration,kyc_onboarding,0.8,consumer_protection,True,p2,,p2,,,,0.7175,1.0,0.9,gemini-2.5-flash-lite,3209,206,4668,0.0004033,2026-05-01 14:37:17,ok
CASE-227,MSG-598,USR-213,Colombia,CO,INBOUND,"""Mi banco rechazó la transferencia y la plata no ha vuelto.""",es,-0.7,negative,frustration,transfers,0.8,,True,p3,,p3,,,,0.42,0.63,0.9,gemini-2.5-flash-lite,3207,171,4310,0.0003891,2026-05-01 14:37:27,ok
CASE-228,MSG-599,USR-440,Perú,PE,INBOUND,"""¿Cómo veo el detalle de las comisiones del mes pasado?""",es,0.0,neutral,neutral,,0.0,,False,p4,,p4,,,,0.0,0.0,1.0,gemini-2.5-flash-lite,3207,103,6860,0.0003619,2026-05-01 14:37:32,ok
CASE-229,MSG-600,USR-817,Brasil,BR,INBOUND,"""Interface amigável, mas falta gráfico de rendimentos.""",pt,0.1,neutral,neutral,app_stability,0.1,,False,p4,,p4,,,,0.0325,0.0488,0.9,gemini-2.5-flash-lite,3206,193,7490,0.0003978,2026-05-01 14:37:35,ok
CASE-230,MSG-601,USR-128,Chile,CL,INBOUND,"""Me prometieron una tasa y me aplicaron otra. Son estafadores.""",es,-0.8,very_negative,anger,"fees_pricing, fraud_security",1.0,"consumer_protection, fraud_suspected",True,p1,,p1,,,,0.7375,1.0,0.95,gemini-2.5-flash-lite,3210,245,13816,0.000419,2026-05-01 14:37:46,ok
CASE-231,MSG-602,USR-332,USA,US,INBOUND,"""¿Puedo usar la tarjeta Global para pagar el bus en Nueva York?""",es,0.3,neutral,neutral,,0.0,,False,p4,,p4,,,,0.0,0.0,1.0,gemini-2.5-flash-lite,3209,105,1579,0.0003629,2026-05-01 14:37:37,ok
CASE-232,MSG-603,USR-228,México,MX,INBOUND,"""Excellent customer service. Solved my issue in minutes.""",en,0.9,very_positive,satisfaction,,0.0,,False,p4,,p4,,,,0.0025,0.0038,0.9,gemini-2.5-flash-lite,3205,156,28237,0.0003829,2026-05-01 14:38:05,ok
CASE-233,MSG-604,USR-556,Perú,PE,INBOUND,"""Necesito certificación de mi saldo para una licitación.""",es,0.3,neutral,neutral,account_management,0.1,other,False,p4,,p4,,,,0.3325,0.4987,0.9,gemini-2.5-flash-lite,3205,221,1800,0.0004089,2026-05-01 14:37:52,ok
CASE-234,MSG-605,USR-110,Colombia,CO,INBOUND,"""El sistema de referidos no me cargó el bono de mi amigo.""",es,-0.6,negative,frustration,other,0.4,,True,p3,,p3,,,,0.2175,0.3262,0.95,gemini-2.5-flash-lite,3209,209,5720,0.0004045,2026-05-01 14:37:58,ok
CASE-235,MSG-606,USR-333,Chile,CL,INBOUND,"""¡Me encanta la nueva estética de la app! Muy premium.""",es,0.9,very_positive,satisfaction,,0.0,,False,p4,,p4,,,,0.0025,0.0038,0.9,gemini-2.5-flash-lite,3207,157,6687,0.0003835,2026-05-01 14:40:54,ok
CASE-236,MSG-607,USR-211,Chile,CL,INBOUND,"""Cargo de 50 USD de una tienda que no conozco. Desconozco compra.""",es,-0.8,very_negative,fear,"account_management, fraud_security",0.9,unauthorized_charge,True,p1,,p1,,,,0.7,1.0,0.95,gemini-2.5-flash-lite,2320,262,1301,0.0003368,2026-04-30 22:58:28,ok
CASE-237,MSG-608,USR-442,Chile,CL,INBOUND,"""App not accessible for screen readers. Fix accessibility.""",en,-0.7,negative,frustration,app_stability,0.6,,False,p3,,p3,,,,0.2925,0.4387,0.9,gemini-2.5-flash-lite,2310,182,1002,0.0003038,2026-04-30 22:58:28,ok
CASE-238,MSG-609,USR-123,México,MX,INBOUND,"""¿Costo por reposición de tarjeta si la perdí yo?""",es,-0.5,negative,confusion,cards,0.2,,False,p4,,p4,,,,0.1375,0.2063,0.9,gemini-2.5-flash-lite,2314,185,945,0.0003054,2026-04-30 22:58:28,ok
CASE-239,MSG-610,USR-334,España,ES,INBOUND,"""URGENTE: Transferencia a España rechazada, debo pagar matrícula.""",es,-0.7,negative,frustration,transfers,0.8,,True,p2,,p2,,,,0.525,0.7338,0.95,gemini-2.5-flash-lite,2315,161,996,0.0002959,2026-04-30 22:58:29,ok
CASE-240,MSG-611,USR-223,Chile,CL,INBOUND,"""Pésimo servicio, 3 días esperando validación de selfie.""",es,-0.8,very_negative,frustration,kyc_onboarding,0.7,,True,p2,,p2,,,,0.345,0.5175,0.9,gemini-2.5-flash-lite,2314,198,1168,0.0003106,2026-04-30 22:58:29,ok
CASE-241,MSG-612,USR-551,Argentina,AR,INBOUND,"""Gracias por la atención, Luis fue muy paciente con mis dudas.""",es,0.8,positive,gratitude,support_quality,0.1,,False,p4,,p4,,,,0.035,0.0525,0.9,gemini-2.5-flash-lite,2313,182,1015,0.0003041,2026-04-30 22:58:29,ok
CASE-242,MSG-613,USR-818,Brasil,BR,INBOUND,"""Função de cashback parou de funcionar na última compra.""",pt,-0.7,negative,frustration,other,0.5,,False,p3,,p3,,,,0.2625,0.3938,0.95,gemini-2.5-flash-lite,2311,187,1091,0.0003059,2026-04-30 22:58:30,ok
CASE-243,MSG-614,USR-125,México,MX,INBOUND,"""Requiero comprobante timbrado para mi declaración de renta.""",es,-0.1,neutral,neutral,account_management,0.1,,False,p4,,p4,,,,0.0475,0.0713,0.9,gemini-2.5-flash-lite,2313,193,980,0.0003085,2026-04-30 22:58:30,ok
CASE-244,MSG-615,USR-339,Chile,CL,INBOUND,"""¿Por qué no puedo vincular mi cuenta a PayPal?""",es,-0.5,negative,frustration,account_management,0.3,,False,p4,,p4,,,,0.1675,0.2512,0.9,gemini-2.5-flash-lite,2312,182,1112,0.000304,2026-04-30 22:58:30,ok
CASE-245,MSG-616,USR-227,Perú,PE,INBOUND,"""¿Puedo fondear con tarjeta de crédito de otro banco?""",es,-0.1,neutral,neutral,account_management,0.1,,False,p4,,p4,,,,0.045,0.0675,0.9,gemini-2.5-flash-lite,2313,150,1009,0.0002913,2026-04-30 22:58:31,ok
CASE-246,MSG-617,USR-559,Chile,CL,INBOUND,"""Error de redondeo en compra de acciones de Apple. Faltan 2 centavos.""",es,-0.5,negative,frustration,fx_currency,0.1,,False,p4,,p4,,,,0.1075,0.1613,0.9,gemini-2.5-flash-lite,2319,207,1259,0.0003147,2026-04-30 22:58:31,ok
CASE-247,MSG-618,USR-127,Colombia,CO,INBOUND,"""App stuck in Portuguese and I am in Colombia. Help!""",en,-0.7,negative,frustration,app_stability,0.8,,True,p2,,p2,,,,0.36,0.54,0.9,gemini-2.5-flash-lite,2312,182,876,0.000304,2026-04-30 22:58:31,ok
CASE-248,MSG-619,USR-336,Chile,CL,INBOUND,"""¿Beneficios especiales para estudiantes de intercambio?""",es,0.1,neutral,neutral,other,0.1,,False,p4,,p4,,,,0.0325,0.0488,0.9,gemini-2.5-flash-lite,2309,141,1007,0.0002873,2026-04-30 22:58:31,ok
CASE-249,MSG-620,USR-215,México,MX,INBOUND,"""Tarjeta física llegó rayada. El sobre venía abierto.""",es,-0.7,negative,frustration,cards,0.6,,False,p3,,p3,,,,0.295,0.4425,0.95,gemini-2.5-flash-lite,2313,214,1228,0.0003169,2026-04-30 22:58:32,ok
CASE-250,MSG-621,USR-111,Chile,CL,INBOUND,"""URGENTE: alguien cambió mi clave. ¡Me están robando!""",es,-0.9,very_negative,fear,fraud_security,1.0,fraud_suspected,True,p1,,p1,,,,0.8575,1.0,0.95,gemini-2.5-flash-lite,2315,242,1358,0.0003283,2026-04-30 22:58:32,ok
